,Unnamed: 0,date,location,text
663,663,07-07-2020 16:05,"Bengaluru, India",RT @EsgRobo: We've launched an open #innovation challenge to build sustainable solutions to specific #ESG issues across industries. Come Jo…
664,664,07-07-2020 16:05,"West Bengal, India","RT @SoneparIndia: If you are looking for a NON-CONTACT PROFESSIONAL THERMOMETER ; we have the right product for you

Click the link below a…"
665,665,07-07-2020 16:05,North Lakhimpur Assam India,"RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
666,666,07-07-2020 16:05,"Ludhiana, India",RT @BB_AshuOfficial: Cleanliness drive underway in different areas of Ludhiana (West) constituency. Have been monitoring the situation pers…
667,667,07-07-2020 16:05,"Chennai, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
668,668,07-07-2020 16:05,India,500-bed #COVID care centre opens at Delhi's Commonwealth Games village https://t.co/ArS4ydy4gt https://t.co/bdeml5oo5R
670,670,07-07-2020 16:04,US-India-China-Singapore,RT @NasscomR: Get insights from experts on how the post-#Covid #manufacturing enterprise will evolve and how #ERnD #industry needs to adapt…
671,671,07-07-2020 16:04,"Mumbai, India ","RT @SalesMktMgmt: #Leadership Responses to the #COVID-19 Crisis: The Good, the Bad, and the Ugly
@SloanLeaders  https://t.co/9imRdtTm6J htt…"
672,672,07-07-2020 16:04,"Eluru, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
673,673,07-07-2020 16:04,India,RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
674,674,07-07-2020 16:04,India,"RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
675,675,07-07-2020 16:04,India,"RT @USISPForum: A robust discussion with @mahbubani_k on his book ""Has China Won?"" exploring pertinent geo-political / geo-economic qs of t…"
676,676,07-07-2020 16:04,"Guwahati, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
677,677,07-07-2020 16:04,"Assam, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
678,678,07-07-2020 16:04,"Guwahati, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
679,679,07-07-2020 16:03,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
680,680,07-07-2020 16:03,"Guwahati, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
682,682,07-07-2020 16:03,"Guwahati,India","📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening… https://t.co/VVTyvEMNQ7"
683,683,07-07-2020 16:03,"Bombay, India",RT @keypadguerilla: Look at how frontline #COVID warriors Asha workers r taking risks to reach to families affected by virus. Asha workers…
684,684,07-07-2020 16:03,"Khammam, India","RT @drgsrao: Availability of beds for #COVID patients 
-In Gandhi: 1150 are vacant 

Total bed vacant in all Govt Hospitals
1. Isolation be…"
685,685,07-07-2020 16:02,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
686,686,07-07-2020 16:02,"Tamil Nadu, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
687,687,07-07-2020 16:02,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
688,688,07-07-2020 16:01,"Pune, Maharashtra, India",RT @TeriMeacham: #Followback RT:bhurtyaRT 99acresIndia: #RealEstateNews | #COVID-19 halts four major infrastructure projects in #Pune! Read…
689,689,07-07-2020 16:01,"Mumbai, India","RT @euronext: #Biotechs involved in the research on #COVID-19 have seen their stock performance grow by +233% on average. 
Check out the fu…"
690,690,07-07-2020 16:01,"Kolkata, India","RT @iindrojit: Here's the latest list of Containment Zones in #Kolkata 

#Covid https://t.co/7mJAqqxzA5"
691,691,07-07-2020 16:01,India,"RT @airnewsalerts: #Kerala: Commando unit does a Route March in Poonthura in Thiruvananthapuram, as #COVID cases through local transmission…"
692,692,07-07-2020 16:00,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
693,693,07-07-2020 16:00,India,"RT @amitbhatt4u: The research from #US shows that for every 1 microgram increase #particulate #matter in #AirQuality, the #COVID19 death in…"
694,694,07-07-2020 15:59,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
695,695,07-07-2020 15:59,"Pune, Maharashtra, India","RT @99acresIndia: #RealEstateNews | #COVID-19 halts four major infrastructure projects in #Pune! Read more: https://t.co/QGJP6Mo90a

#Infra…"
696,696,07-07-2020 15:59,"Jammu,J&K (India)","RT @BDUTT: Meet the Jaipur-born Indian, now a UK Resident who has volunteered to be part of the much-talked about Oxford Vaccine Trial for…"
697,697,07-07-2020 15:59,"Shillong, India","TNT | MEGHALAYA

#Meghalaya : Colleges equipped with #COVID protection gears ahead of admission process
DETAILS: https://t.co/plTCtKeku8"
698,698,07-07-2020 15:59,"Chandigarh, India","RT @99acresIndia: #RealEstateNews | #PMAY-Gramin targets unmet due to #COVID-19 led lockdown! Read more: https://t.co/6FhbJXJN9V

#PMAYNews…"
699,699,07-07-2020 15:59,"Hyderabad, India",RT @DrTamilisaiGuv: Discussed about #COVID situation in Telangana with Chief Secretary Shri. Somesh Kumar &amp; Principal Secretary Health Shan…
700,700,07-07-2020 15:59,"Vikarabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
701,701,07-07-2020 15:58,"Chandigarh, India","RT @99acresIndia: #RealEstateNews | #COVID-19 halts four major infrastructure projects in #Pune! Read more: https://t.co/QGJP6Mo90a

#Infra…"
702,702,07-07-2020 15:58,"Rajahmundry, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
703,703,07-07-2020 15:58,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
704,704,07-07-2020 15:58,India,"RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
705,705,07-07-2020 15:57,"Bengaluru South, India",RT @Tejaswini7: How come #Telangana Govt has money to demolish existing #Secretariat &amp; build a new one when it claims that it lost money du…
706,706,07-07-2020 15:57,"TVM,India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
707,707,07-07-2020 15:56,India,"#Remdesivir and #Tocilizumab out of stock everyday !! Life saving for #Covid patients but not available !! 
Daily 1… https://t.co/WQjKqntM54"
708,707,07-07-2020 15:56,"Chennai, India","RT @vijaythehindu: With #Madurai witnessing a spike in the number of #COVID cases, a restaurant has introduced 'Mask Parotta' to create awa…"
709,709,07-07-2020 15:55,India,RT @Cleavon_MD: I’m an ER Doctor. I’m not sending my kids to school in #Arizona during a fucking pandemic. I’m okay risking my life to trea…
710,710,07-07-2020 15:55,"New Delhi, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
711,711,07-07-2020 15:55,India,"RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
712,712,07-07-2020 15:54,"Himachal Pradesh, India","RT @airnewsalerts: #Kerala: Commando unit does a Route March in Poonthura in Thiruvananthapuram, as #COVID cases through local transmission…"
713,713,07-07-2020 15:54,"Bengaluru, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
714,714,07-07-2020 15:53,"New Delhi, India","RT @amitbhatt4u: The research from #US shows that for every 1 microgram increase #particulate #matter in #AirQuality, the #COVID19 death in…"
715,715,07-07-2020 15:53,"Indore, India","RT @madhavmantri: Bad News:- Mahila Congress National President @sushmitadevinc Tests #CoVid Positive ....
#GetWellSoon"
716,716,07-07-2020 15:53,"Guwahati, India","RT @himantabiswa: We have a long way to go in this fight against pandemic. With determination &amp; will, we shall win!

Visited Ayurvedic Coll…"
717,717,07-07-2020 15:53,"Andhra Pradesh, India","RT @rsrobin1: ""हमे अपने पापा के पास जाना हैं"",  Aahil Saif (5) with his twin sister &amp; mother urging @HMOIndia to reunite their family. They…"
718,718,07-07-2020 15:52,"Chennai, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
719,719,07-07-2020 15:52,"Bengaluru, India","RT @rakeshprakash1: #Karnataka #Covid update:

*A record 2062 positive cases today (1148 cases from #Bengaluru)

*54 deaths today (total: 4…"
720,720,07-07-2020 15:52,India,"RT @airnewsalerts: #Kerala: Commando unit does a Route March in Poonthura in Thiruvananthapuram, as #COVID cases through local transmission…"
721,721,07-07-2020 15:52,India,RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
722,722,07-07-2020 15:51,"Chennai, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
723,723,07-07-2020 15:51,"Chennai, India","RT @airnewsalerts: #Kerala: Commando unit does a Route March in Poonthura in Thiruvananthapuram, as #COVID cases through local transmission…"
724,724,07-07-2020 15:50,"Mumbai, India ","RT @rsrobin1: ""हमे अपने पापा के पास जाना हैं"",  Aahil Saif (5) with his twin sister &amp; mother urging @HMOIndia to reunite their family. They…"
725,725,07-07-2020 15:50,"Guntur, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
726,726,07-07-2020 15:50,"New Delhi, India",2033 new #COVID cases in #Delhi. The total number of cases goes up to 104864. @TheWeekLive
727,727,07-07-2020 15:49,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
728,728,07-07-2020 15:49,India,RT @KarunaGopal1: 500 crores allocated for a new secretariat building ( that has middle eastern architecture and looks more like many tombs…
729,729,07-07-2020 15:48,India,"RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
730,730,07-07-2020 15:48,"Chennai, India","RT @sudunarayan: Looks like Rafael Nadal and Novak Djokovic are highly unlikely to play the #USOpen. They can afford not to, thanks to the…"
731,731,07-07-2020 15:48,"Mumbai, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
733,733,07-07-2020 15:47,"Tirupati, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
734,734,07-07-2020 15:47,"New Delhi, India","Kerala reported the highest surge of #COVID19 cases in a single day, with the detection of 301 new positive cases t… https://t.co/ZoJkyoxprs"
735,735,07-07-2020 15:44,"Hyderabad, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
736,736,07-07-2020 15:44,"Coimbatore, India",https://t.co/QIDcyUV6V0 India May Hit 2.87 Lakh #COVID cases per day by February 2021 Report by Researchers of @MIT… https://t.co/y9oYB1qZL1
737,737,07-07-2020 15:44,India,"RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
738,738,07-07-2020 15:44,"Hyderabad, India","RT @prabhataroraa: Ella Hotel which is inside the residential apartments @HillRidgeSpring, is made to provide #covid #quarantine facilities…"
739,739,07-07-2020 15:44,"Lucknow, India",RT @KarunaGopal1: 500 crores allocated for a new secretariat building ( that has middle eastern architecture and looks more like many tombs…
740,740,07-07-2020 15:44,"New Delhi, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
741,741,07-07-2020 15:43,"Mumbai, India","RT @RailMinIndia: Innovative minds in Indian Railways showcase their creative skills to combat #CoVID

An ideal device to ensure #socialdis…"
742,742,07-07-2020 15:43,"Trivandrum, India",RT @xpresskerala: Daily tally of new #COVID cases cross the 300-mark for the first time. The day also sees the biggest spike in local trans…
743,743,07-07-2020 15:43,India,"RT @BDUTT: Meet the Jaipur-born Indian, now a UK Resident who has volunteered to be part of the much-talked about Oxford Vaccine Trial for…"
744,744,07-07-2020 15:43,"Hyderabad, India","RT @Teensthack: #Covid: am hearing there is a press briefing tom at 4, almost after a month. *Will the @ICMRDELHI talk abt the 15 Aug deadl…"
745,745,07-07-2020 15:42,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
746,746,07-07-2020 15:42,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
747,747,07-07-2020 15:42,"Bengaluru, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
